// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 3.79s and exited with 0
// ***** Done, took 00:00:06 (6.38 sec)   *****
// Found 6 benchmarks:
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UTNKKR(InvocationCount=1, UnrollFactor=1)

WorkloadResult  15: 1 op, 798900.00 ns, 798.9000 us/op
WorkloadResult  16: 1 op, 826300.00 ns, 826.3000 us/op
WorkloadResult  17: 1 op, 795300.00 ns, 795.3000 us/op
WorkloadResult  18: 1 op, 791200.00 ns, 791.2000 us/op
WorkloadResult  19: 1 op, 806600.00 ns, 806.6000 us/op
WorkloadResult  20: 1 op, 901500.00 ns, 901.5000 us/op
WorkloadResult  21: 1 op, 804900.00 ns, 804.9000 us/op
WorkloadResult  22: 1 op, 797500.00 ns, 797.5000 us/op
WorkloadResult  23: 1 op, 822700.00 ns, 822.7000 us/op
WorkloadResult  24: 1 op, 792300.00 ns, 792.3000 us/op
WorkloadResult  25: 1 op, 806300.00 ns, 806.3000 us/op
WorkloadResult  26: 1 op, 832900.00 ns, 832.9000 us/op
WorkloadResult  27: 1 op, 793900.00 ns, 793.9000 us/op
WorkloadResult  28: 1 op, 807400.00 ns, 807.4000 us/op
WorkloadResult  29: 1 op, 815700.00 ns, 815.7000 us/op
WorkloadResult  30: 1 op, 809700.00 ns, 809.7000 us/op
WorkloadResult  31: 1 op, 883000.00 ns, 883.0000 us/op
WorkloadResult  32: 1 op, 870500.00 ns, 870.5000 us/op
WorkloadResult  33: 1 op, 800100.00 ns, 800.1000 us/op
WorkloadResult  34: 1 op, 806600.00 ns, 806.6000 us/op
WorkloadResult  35: 1 op, 810100.00 ns, 810.1000 us/op
WorkloadResult  36: 1 op, 814000.00 ns, 814.0000 us/op
WorkloadResult  37: 1 op, 906400.00 ns, 906.4000 us/op
WorkloadResult  38: 1 op, 835200.00 ns, 835.2000 us/op
WorkloadResult  39: 1 op, 899100.00 ns, 899.1000 us/op
WorkloadResult  40: 1 op, 797000.00 ns, 797.0000 us/op
WorkloadResult  41: 1 op, 793300.00 ns, 793.3000 us/op
WorkloadResult  42: 1 op, 846600.00 ns, 846.6000 us/op
WorkloadResult  43: 1 op, 885500.00 ns, 885.5000 us/op
WorkloadResult  44: 1 op, 812100.00 ns, 812.1000 us/op
WorkloadResult  45: 1 op, 861800.00 ns, 861.8000 us/op
WorkloadResult  46: 1 op, 788400.00 ns, 788.4000 us/op
WorkloadResult  47: 1 op, 795000.00 ns, 795.0000 us/op
WorkloadResult  48: 1 op, 814300.00 ns, 814.3000 us/op
WorkloadResult  49: 1 op, 794800.00 ns, 794.8000 us/op
WorkloadResult  50: 1 op, 823200.00 ns, 823.2000 us/op
WorkloadResult  51: 1 op, 795500.00 ns, 795.5000 us/op
WorkloadResult  52: 1 op, 818200.00 ns, 818.2000 us/op
WorkloadResult  53: 1 op, 903800.00 ns, 903.8000 us/op
WorkloadResult  54: 1 op, 819500.00 ns, 819.5000 us/op
WorkloadResult  55: 1 op, 797500.00 ns, 797.5000 us/op
WorkloadResult  56: 1 op, 839700.00 ns, 839.7000 us/op

// AfterAll
// Benchmark Process 8516 has exited with code 0

Mean = 826.223 μs, StdErr = 4.677 μs (0.57%), N = 56, StdDev = 35.000 μs
Min = 787.200 μs, Q1 = 797.375 μs, Median = 814.150 μs, Q3 = 841.600 μs, Max = 906.400 μs
IQR = 44.225 μs, LowerFence = 731.038 μs, UpperFence = 907.938 μs
ConfidenceInterval = [809.964 μs; 842.482 μs] (CI 99.9%), Margin = 16.259 μs (1.97% of Mean)
Skewness = 0.96, Kurtosis = 2.69, MValue = 2.32

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.AsArray(Rows: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 3 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-EQBXLT(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 324000.00 ns, 324.0000 us/op
WorkloadJitting  1: 1 op, 246249700.00 ns, 246.2497 ms/op

OverheadWarmup   1: 1 op, 3000.00 ns, 3.0000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 78412600.00 ns, 78.4126 ms/op
WorkloadWarmup   2: 1 op, 78718300.00 ns, 78.7183 ms/op
WorkloadWarmup   3: 1 op, 77900700.00 ns, 77.9007 ms/op
WorkloadWarmup   4: 1 op, 78072400.00 ns, 78.0724 ms/op
WorkloadWarmup   5: 1 op, 78297400.00 ns, 78.2974 ms/op
WorkloadWarmup   6: 1 op, 78537500.00 ns, 78.5375 ms/op
WorkloadWarmup   7: 1 op, 78357700.00 ns, 78.3577 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 77318300.00 ns, 77.3183 ms/op
WorkloadActual   2: 1 op, 78079600.00 ns, 78.0796 ms/op
WorkloadActual   3: 1 op, 77647600.00 ns, 77.6476 ms/op
WorkloadActual   4: 1 op, 77844100.00 ns, 77.8441 ms/op
WorkloadActual   5: 1 op, 77535900.00 ns, 77.5359 ms/op
WorkloadActual   6: 1 op, 77305800.00 ns, 77.3058 ms/op
WorkloadActual   7: 1 op, 77735600.00 ns, 77.7356 ms/op
WorkloadActual   8: 1 op, 77599300.00 ns, 77.5993 ms/op
WorkloadActual   9: 1 op, 77529200.00 ns, 77.5292 ms/op
WorkloadActual  10: 1 op, 77578300.00 ns, 77.5783 ms/op
WorkloadActual  11: 1 op, 77469000.00 ns, 77.4690 ms/op
WorkloadActual  12: 1 op, 77287500.00 ns, 77.2875 ms/op
WorkloadActual  13: 1 op, 77385000.00 ns, 77.3850 ms/op
WorkloadActual  14: 1 op, 77069500.00 ns, 77.0695 ms/op
WorkloadActual  15: 1 op, 77429400.00 ns, 77.4294 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 77318100.00 ns, 77.3181 ms/op
WorkloadResult   2: 1 op, 77647400.00 ns, 77.6474 ms/op
WorkloadResult   3: 1 op, 77843900.00 ns, 77.8439 ms/op
WorkloadResult   4: 1 op, 77535700.00 ns, 77.5357 ms/op
WorkloadResult   5: 1 op, 77305600.00 ns, 77.3056 ms/op
WorkloadResult   6: 1 op, 77735400.00 ns, 77.7354 ms/op
WorkloadResult   7: 1 op, 77599100.00 ns, 77.5991 ms/op
WorkloadResult   8: 1 op, 77529000.00 ns, 77.5290 ms/op
WorkloadResult   9: 1 op, 77578100.00 ns, 77.5781 ms/op
WorkloadResult  10: 1 op, 77468800.00 ns, 77.4688 ms/op
WorkloadResult  11: 1 op, 77287300.00 ns, 77.2873 ms/op
WorkloadResult  12: 1 op, 77384800.00 ns, 77.3848 ms/op
WorkloadResult  13: 1 op, 77069300.00 ns, 77.0693 ms/op
WorkloadResult  14: 1 op, 77429200.00 ns, 77.4292 ms/op

// AfterAll
// Benchmark Process 11552 has exited with code 0

Mean = 77.481 ms, StdErr = 0.054 ms (0.07%), N = 14, StdDev = 0.202 ms
Min = 77.069 ms, Q1 = 77.335 ms, Median = 77.499 ms, Q3 = 77.594 ms, Max = 77.844 ms
IQR = 0.259 ms, LowerFence = 76.946 ms, UpperFence = 77.982 ms
ConfidenceInterval = [77.253 ms; 77.708 ms] (CI 99.9%), Margin = 0.228 ms (0.29% of Mean)
Skewness = -0.14, Kurtosis = 2.35, MValue = 2

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 4 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-IVZJVH(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 471500.00 ns, 471.5000 us/op
WorkloadJitting  1: 1 op, 162371200.00 ns, 162.3712 ms/op

OverheadWarmup   1: 1 op, 3000.00 ns, 3.0000 us/op
OverheadWarmup   2: 1 op, 1300.00 ns, 1.3000 us/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 1700.00 ns, 1.7000 us/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   6: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 1214300.00 ns, 1.2143 ms/op
WorkloadWarmup   2: 1 op, 914600.00 ns, 914.6000 us/op
WorkloadWarmup   3: 1 op, 894900.00 ns, 894.9000 us/op
WorkloadWarmup   4: 1 op, 916100.00 ns, 916.1000 us/op
WorkloadWarmup   5: 1 op, 933600.00 ns, 933.6000 us/op
WorkloadWarmup   6: 1 op, 935300.00 ns, 935.3000 us/op
WorkloadWarmup   7: 1 op, 836900.00 ns, 836.9000 us/op
WorkloadWarmup   8: 1 op, 975400.00 ns, 975.4000 us/op
WorkloadWarmup   9: 1 op, 937900.00 ns, 937.9000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 956000.00 ns, 956.0000 us/op
WorkloadActual   2: 1 op, 1122800.00 ns, 1.1228 ms/op
WorkloadActual   3: 1 op, 974300.00 ns, 974.3000 us/op
WorkloadActual   4: 1 op, 949000.00 ns, 949.0000 us/op
WorkloadActual   5: 1 op, 949000.00 ns, 949.0000 us/op
WorkloadActual   6: 1 op, 975300.00 ns, 975.3000 us/op
WorkloadActual   7: 1 op, 948000.00 ns, 948.0000 us/op
WorkloadActual   8: 1 op, 942600.00 ns, 942.6000 us/op
WorkloadActual   9: 1 op, 948100.00 ns, 948.1000 us/op
WorkloadActual  10: 1 op, 944500.00 ns, 944.5000 us/op
WorkloadActual  11: 1 op, 917100.00 ns, 917.1000 us/op
WorkloadActual  12: 1 op, 935100.00 ns, 935.1000 us/op
WorkloadActual  13: 1 op, 942600.00 ns, 942.6000 us/op
WorkloadActual  14: 1 op, 993600.00 ns, 993.6000 us/op
WorkloadActual  15: 1 op, 944600.00 ns, 944.6000 us/op
WorkloadActual  16: 1 op, 924100.00 ns, 924.1000 us/op
WorkloadActual  17: 1 op, 975300.00 ns, 975.3000 us/op
WorkloadActual  18: 1 op, 1139200.00 ns, 1.1392 ms/op
WorkloadActual  19: 1 op, 945100.00 ns, 945.1000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 955800.00 ns, 955.8000 us/op
WorkloadResult   2: 1 op, 974100.00 ns, 974.1000 us/op
WorkloadResult   3: 1 op, 948800.00 ns, 948.8000 us/op
WorkloadResult   4: 1 op, 948800.00 ns, 948.8000 us/op
WorkloadResult   5: 1 op, 975100.00 ns, 975.1000 us/op
WorkloadResult   6: 1 op, 947800.00 ns, 947.8000 us/op
WorkloadResult   7: 1 op, 942400.00 ns, 942.4000 us/op
WorkloadResult   8: 1 op, 947900.00 ns, 947.9000 us/op
WorkloadResult   9: 1 op, 944300.00 ns, 944.3000 us/op
WorkloadResult  10: 1 op, 916900.00 ns, 916.9000 us/op
WorkloadResult  11: 1 op, 934900.00 ns, 934.9000 us/op
WorkloadResult  12: 1 op, 942400.00 ns, 942.4000 us/op
WorkloadResult  13: 1 op, 993400.00 ns, 993.4000 us/op
WorkloadResult  14: 1 op, 944400.00 ns, 944.4000 us/op
WorkloadResult  15: 1 op, 923900.00 ns, 923.9000 us/op
WorkloadResult  16: 1 op, 975100.00 ns, 975.1000 us/op
WorkloadResult  17: 1 op, 944900.00 ns, 944.9000 us/op

// AfterAll
// Benchmark Process 6416 has exited with code 0

Mean = 950.641 μs, StdErr = 4.686 μs (0.49%), N = 17, StdDev = 19.322 μs
Min = 916.900 μs, Q1 = 942.400 μs, Median = 947.800 μs, Q3 = 955.800 μs, Max = 993.400 μs
IQR = 13.400 μs, LowerFence = 922.300 μs, UpperFence = 975.900 μs
ConfidenceInterval = [931.826 μs; 969.456 μs] (CI 99.9%), Margin = 18.815 μs (1.98% of Mean)
Skewness = 0.47, Kurtosis = 2.64, MValue = 2

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.AsArray(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 5 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-SOSRFI(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 340100.00 ns, 340.1000 us/op
WorkloadJitting  1: 1 op, 7882640800.00 ns, 7.8826 s/op

OverheadWarmup   1: 1 op, 7500.00 ns, 7.5000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   4: 1 op, 600.00 ns, 600.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   6: 1 op, 400.00 ns, 400.0000 ns/op

OverheadActual   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   2: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual   6: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   7: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual   8: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   9: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  10: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  11: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  17: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  18: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  19: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  20: 1 op, 400.00 ns, 400.0000 ns/op

WorkloadWarmup   1: 1 op, 7640001500.00 ns, 7.6400 s/op
WorkloadWarmup   2: 1 op, 7574848000.00 ns, 7.5748 s/op
WorkloadWarmup   3: 1 op, 7624413800.00 ns, 7.6244 s/op
WorkloadWarmup   4: 1 op, 7682220000.00 ns, 7.6822 s/op
WorkloadWarmup   5: 1 op, 7619020000.00 ns, 7.6190 s/op
WorkloadWarmup   6: 1 op, 7574637600.00 ns, 7.5746 s/op
WorkloadWarmup   7: 1 op, 7615777200.00 ns, 7.6158 s/op
WorkloadWarmup   8: 1 op, 7629154500.00 ns, 7.6292 s/op
WorkloadWarmup   9: 1 op, 7635148800.00 ns, 7.6351 s/op
WorkloadWarmup  10: 1 op, 7570810900.00 ns, 7.5708 s/op

// BeforeActualRun
WorkloadActual   1: 1 op, 7700388800.00 ns, 7.7004 s/op
WorkloadActual   2: 1 op, 7586370500.00 ns, 7.5864 s/op
WorkloadActual   3: 1 op, 7865415100.00 ns, 7.8654 s/op
WorkloadActual   4: 1 op, 7669420400.00 ns, 7.6694 s/op
WorkloadActual   5: 1 op, 7723645600.00 ns, 7.7236 s/op
WorkloadActual   6: 1 op, 7672063000.00 ns, 7.6721 s/op
WorkloadActual   7: 1 op, 7679963600.00 ns, 7.6800 s/op
WorkloadActual   8: 1 op, 7923238100.00 ns, 7.9232 s/op
WorkloadActual   9: 1 op, 7670855700.00 ns, 7.6709 s/op
WorkloadActual  10: 1 op, 7673860100.00 ns, 7.6739 s/op
WorkloadActual  11: 1 op, 7651716200.00 ns, 7.6517 s/op
WorkloadActual  12: 1 op, 7742034400.00 ns, 7.7420 s/op
WorkloadActual  13: 1 op, 7625956200.00 ns, 7.6260 s/op
WorkloadActual  14: 1 op, 7586910000.00 ns, 7.5869 s/op
WorkloadActual  15: 1 op, 7974413700.00 ns, 7.9744 s/op

// AfterActualRun
WorkloadResult   1: 1 op, 7700388400.00 ns, 7.7004 s/op
WorkloadResult   2: 1 op, 7586370100.00 ns, 7.5864 s/op
WorkloadResult   3: 1 op, 7669420000.00 ns, 7.6694 s/op
WorkloadResult   4: 1 op, 7723645200.00 ns, 7.7236 s/op
WorkloadResult   5: 1 op, 7672062600.00 ns, 7.6721 s/op
WorkloadResult   6: 1 op, 7679963200.00 ns, 7.6800 s/op
WorkloadResult   7: 1 op, 7670855300.00 ns, 7.6709 s/op
WorkloadResult   8: 1 op, 7673859700.00 ns, 7.6739 s/op
WorkloadResult   9: 1 op, 7651715800.00 ns, 7.6517 s/op
WorkloadResult  10: 1 op, 7742034000.00 ns, 7.7420 s/op
WorkloadResult  11: 1 op, 7625955800.00 ns, 7.6260 s/op
WorkloadResult  12: 1 op, 7586909600.00 ns, 7.5869 s/op

// AfterAll
// Benchmark Process 17268 has exited with code 0

Mean = 7.665 s, StdErr = 0.014 s (0.18%), N = 12, StdDev = 0.048 s
Min = 7.586 s, Q1 = 7.645 s, Median = 7.671 s, Q3 = 7.685 s, Max = 7.742 s
IQR = 0.040 s, LowerFence = 7.586 s, UpperFence = 7.745 s
ConfidenceInterval = [7.604 s; 7.726 s] (CI 99.9%), Margin = 0.061 s (0.80% of Mean)
Skewness = -0.26, Kurtosis = 2.04, MValue = 2

// ** Remained 18 benchmark(s) to run **
Run time: 00:03:49 (229.68 sec), executed benchmarks: 6

// Found 6 benchmarks:
//   JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   JsonObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.JsonObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 6 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-YSIWYA(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 473000.00 ns, 473.0000 us/op
WorkloadJitting  1: 1 op, 374018300.00 ns, 374.0183 ms/op

OverheadWarmup   1: 1 op, 3100.00 ns, 3.1000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  13: 1 op, 700.00 ns, 700.0000 ns/op
OverheadActual  14: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
